記録の分類_タイプ産地or標本記録or文献記録or疑わしいかどうか,和名,学名,Latitude_assumed,Longitude_assumed,日付,都道府県_jp,島_jp,文献ID,掲載ページ,文献中の和名,文献中で有効とされる学名_文献紹介など、その文献中で有効とされる学名がわからない場合はハイフンを記入してください。,場所（原文ママ）
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,36.30227226,140.3504421,1998-X-24,茨城県,本州,L00649,364,フトケヤスデ,Diplomaragna takakuwai,友部町仁古田
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,36.4753252,140.357874,1999-XII-04,茨城県,本州,L00649,364,フトケヤスデ,Diplomaragna takakuwai,常北町上郷，青山神社
7_疑わしい文献記録,ヤマトタマヤスデ,Hyleoglomeris japonica,36.76017778,140.4855056,2001-X-20,茨城県,本州,L00653,395,ヤマトタマヤスデ,Hyleoglomeris japonica,里美村小妻，標高250 m
7_疑わしい文献記録,ミクニタマヤスデ,Hyleoglomeris insularum,36.86911,140.701797,2001-VI-16,茨城県,本州,L00653,395,ミクニタマヤスデ,Hyleoglomeris insularum,北茨城市関本町富士見ヶ丘里根川横，標高100 m
7_疑わしい文献記録,ミクニタマヤスデ,Hyleoglomeris insularum,36.83329167,140.6197722,2001-VI-16,茨城県,本州,L00653,395,ミクニタマヤスデ,Hyleoglomeris insularum,高萩市大金田，標高520 m
7_疑わしい文献記録,ミクニタマヤスデ,Hyleoglomeris insularum,36.69865799,140.5525921,2001-X-20,茨城県,本州,L00653,395,ミクニタマヤスデ,Hyleoglomeris insularum,十王町黒坂，標高360 m
7_疑わしい文献記録,ミクニタマヤスデ,Hyleoglomeris insularum,36.67980385,140.706543,2002-VI-29,茨城県,本州,L00653,395,ミクニタマヤスデ,Hyleoglomeris insularum,十王町伊師入坪，標高5 m
7_疑わしい文献記録,ミコシヤスデ,Diplomaragna gracilipes,36.76017778,140.4855056,2001-X-20,茨城県,本州,L00653,395,ミコシヤスデ,Diplomaragna gracilipes,里美村小妻，標高250 m
7_疑わしい文献記録,ミコシヤスデ,Diplomaragna gracilipes,36.69865799,140.5525921,2001-X-20,茨城県,本州,L00653,395,ミコシヤスデ,Diplomaragna gracilipes,十王町黒坂，標高360 m
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,36.5973309,140.6038307,2000-XII-02,茨城県,本州,L00653,395,フトケヤスデ,Diplomaragna takakuwai,諏訪町上諏訪ダム，標高210 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.669164,140.662336,2000-XII-01,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (1),Diplomaragna sp. (1),十王町友部十王ダム脇，標高100 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.586095,140.578008,2000-XII-02,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (1),Diplomaragna sp. (1),日立市諏訪町日立高鈴ゴルフカントリー下，標高350 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.55106944,140.5601139,2000-XII-02,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (1),Diplomaragna sp. (1),常陸太田市高貫町岡の内，標高110 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.86911,140.701797,2001-VI-16,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (1),Diplomaragna sp. (1),北茨城市関本町富士見ヶ丘里根川横，標高100 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.845759,140.7514369,2001-VI-16,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (1),Diplomaragna sp. (1),北茨城市関南町神岡下湯の網鉱泉入口付近，標高100 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.82515896,140.5343402,2001-X-20,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (1),Diplomaragna sp. (1),里美村里川，標高600 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.83329167,140.6197722,2001-VI-16,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (1),Diplomaragna sp. (1),高萩市大金田，標高520 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.7345096,140.6156696,2001-X-20,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (1),Diplomaragna sp. (1),高萩市鳥曽根小滝沢キャンプ場上，標高320 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.669164,140.662336,2000-XII-01,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),十王町友部十王ダム脇，標高100 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.68155,140.6104972,2000-XII-02,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),十王町高原平，標高240 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.66599533,140.5281768,2000-XII-02,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),里美村上深荻，標高330 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.60972778,140.6068056,2000-XII-02,茨城県,本州,L00653,395,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),日立市宮田町金山北西，標高200 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.6437453,140.5502923,2000-XII-02,茨城県,本州,L00653,395–396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),日立市入四間町深荻橋，標高210 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.54832092,140.6344683,2002-VI-29,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),日立市東多賀町，標高25 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.59231111,140.5755556,2000-XII-02,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),常陸太田市茅根町洪沢，標高250 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.5973309,140.6038307,2000-XII-02,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),諏訪町上諏訪ダム，標高210 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.8925739,140.6040269,2001-VI-16,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),北茨城市関本町亀谷地-2，標高780 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.874654,140.617741,2001-VI-16,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),北茨城市華川町花園山南西，標高780 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.851441,140.674863,2001-VI-16,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),北茨城市華川町水沼水沼ダム北岸，標高300 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.8202368,140.6718798,2001-VI-16,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),北茨城市磯原町内野，標高110 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.7847239,140.6690079,2001-VI-16,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),北茨城市中郷町松井大北渓谷，標高120 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.86036667,140.5842667,2001-X-20,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),高萩市柳沢，標高750 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.791306,140.566727,2001-X-20,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),高萩市上君田，標高570 m
7_疑わしい文献記録,ミコシヤスデ属の一種,Diplomaragna sp.,36.71096667,140.5843861,2001-X-20,茨城県,本州,L00653,396,ミコシヤスデ属の1種 (2),Diplomaragna sp. (2),高萩市米平，標高440 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.59231111,140.5755556,2000-XII-02,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),常陸太田市茅根町洪沢，標高250 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.845759,140.7514369,2001-VI-16,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),北茨城市関南町神岡下湯の網鉱泉入口付近，標高100 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.88281389,140.6880056,2001-X-20,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),北茨城市本町才丸平袖，標高380 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.84002643,140.5285879,2001-X-20,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),里美村三鈷室山，標高810 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.73685556,140.5461083,2001-X-20,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),里美村八丈石，標高520 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.82515896,140.5343402,2001-X-20,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),里美村里川，標高600 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.69865799,140.5525921,2001-X-20,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),十王町黒坂，標高360 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.83329167,140.6197722,2001-VI-16,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),高萩市大金田，標高520 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.791306,140.566727,2001-X-20,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),高萩市上君田，標高570 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.71096667,140.5843861,2001-X-20,茨城県,本州,L00653,396,オビヤスデ属の1種 (1),Epanerchodus sp. (1),高萩市米平，標高440 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.7345096,140.6156696,2001-X-20,茨城県,本州,L00653,396–397,オビヤスデ属の1種 (1),Epanerchodus sp. (1),高萩市鳥曽根小滝沢キャンプ場上，標高320 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.54832092,140.6344683,2002-VI-29,茨城県,本州,L00653,397,オビヤスデ属の1種 (1),Epanerchodus sp. (1),日立市東多賀町，標高25 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.86911,140.701797,2001-VI-16,茨城県,本州,L00653,397,オビヤスデ属の1種 (2),Epanerchodus sp. (2),北茨城市関本町富士見ヶ丘里根川横，標高100 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.86036667,140.5842667,2001-X-20,茨城県,本州,L00653,397,オビヤスデ属の1種 (2),Epanerchodus sp. (2),高萩市柳沢，標高750 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.54832092,140.6344683,2002-VI-29,茨城県,本州,L00653,397,オビヤスデ属の1種 (2),Epanerchodus sp. (2),日立市東多賀町，標高25 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.669164,140.662336,2000-XII-01,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,十王町友部十王ダム脇，標高100 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.68155,140.6104972,2000-XII-02,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,十王町高原平，標高240 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.69865799,140.5525921,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,十王町黒坂，標高360 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.67980385,140.706543,2002-VI-29,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,十王町伊師入坪，標高5 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.66599533,140.5281768,2000-XII-02,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,里美村上深荻，標高330 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.73685556,140.5461083,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,里美村八丈石，標高520 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.84002643,140.5285879,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,里美村三鈷室山，標高810 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.76017778,140.4855056,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,里美村小妻，標高250 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.55106944,140.5601139,2000-XII-02,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,常陸太田市高貫町岡の内，標高110 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.53804167,140.5793917,2000-XII-02,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,常陸太田市真弓町弁天，標高110 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.8925739,140.6040269,2001-VI-15,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市関本町亀谷地-1，標高780 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.8925739,140.6040269,2001-VI-16,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市関本町亀谷地-2，標高780 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.874654,140.617741,2001-VI-16,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市華川町花園山南西，標高780 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.851441,140.674863,2001-VI-16,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市華川町水沼水沼ダム北岸，標高300 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.8202368,140.6718798,2001-VI-16,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市磯原町内野，標高110 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.86911,140.701797,2001-VI-16,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市関本町富士見ヶ丘里根川横，標高100 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.845759,140.7514369,2001-VI-16,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市関南町神岡下湯の網鉱泉入口付近，標高100 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.7847239,140.6690079,2001-VI-16,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市中郷町松井大北渓谷，標高120 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.88281389,140.6880056,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,北茨城市本町才丸平袖，標高380 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.83329167,140.6197722,2001-VI-16,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,高萩市大金田，標高520 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.86036667,140.5842667,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,高萩市柳沢，標高750 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.791306,140.566727,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,高萩市上君田，標高570 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.77265134,140.6313891,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,高萩市若栗，標高480 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.71096667,140.5843861,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,高萩市米平，標高440 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.7345096,140.6156696,2001-X-20,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,高萩市鳥曽根小滝沢キャンプ場上，標高320 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.65400556,140.5678889,2000-XII-02,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,日立市入四間町赤根林道，標高320 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.6437453,140.5502923,2000-XII-02,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,日立市入四間町深荻橋，標高210 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.54832092,140.6344683,2002-VI-29,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,日立市東多賀町，標高25 m
7_疑わしい文献記録,ノコギリヤスデ属の一種,Prionomatis sp.,36.5187816,140.6260752,2002-VI-29,茨城県,本州,L00653,397,ノコギリヤスデ属の1種,Prionomatis sp.,日立市水木町，標高30 m
7_疑わしい文献記録,ヤマトタマヤスデ,Hyleoglomeris japonica,36.656119,140.452603,2004-IX-25,茨城県,本州,L00656,366,ヤマトタマヤスデ,Hyleoglomeris japonica,常陸太田市上宮河内神社境内裏，標高 370 m
7_疑わしい文献記録,ヤマトタマヤスデ,Hyleoglomeris japonica,36.680211,140.4087,2004-IX-25,茨城県,本州,L00656,366,ヤマトタマヤスデ,Hyleoglomeris japonica,山方町北富田，標高 150 m
7_疑わしい文献記録,ミクニタマヤスデ,Hyleoglomeris insularum,36.578072,140.536558,2005-VI-11,茨城県,本州,L00656,366,ミクニタマヤスデ,Hyleoglomeris insularum,常陸太田市常福地，標高 75 m
7_疑わしい文献記録,ミクニタマヤスデ,Hyleoglomeris insularum,36.618864,140.432919,2005-VI-11,茨城県,本州,L00656,366,ミクニタマヤスデ,Hyleoglomeris insularum,常陸太田市下宮河内，標高 100 m
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,36.490833,140.544322,2005-X-15,茨城県,本州,L00656,366,フトケヤスデ,Diplomaragna takakuwai,那珂市本米崎，標高 10 m
7_疑わしい文献記録,フトケヤスデ,Tokyosoma takakuwai,36.463978,140.488939,2005-X-15,茨城県,本州,L00656,366,フトケヤスデ,Diplomaragna takakuwai,那珂市鷺内，標高 38 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.593,140.511025,2005-XI-11,茨城県,本州,L00656,366,オビヤスデ属の一種 1,Epanerchodus sp. 1,常陸太田市下大門町，標高130 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.463978,140.488939,2005-X-15,茨城県,本州,L00656,366,オビヤスデ属の一種 1,Epanerchodus sp. 1,那珂市鷺内，標高 38 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.734778,140.350814,2004-VI-19,茨城県,本州,L00656,366,オビヤスデ属の一種 2,Epanerchodus sp. 2,大子町大沢，標高 198 m
7_疑わしい文献記録,オビヤスデ属の一種,Epanerchodus sp.,36.651089,140.511561,2005-VI-11,茨城県,本州,L00656,366,オビヤスデ属の一種 2,Epanerchodus sp. 2,常陸太田市西河内上，標高 260 m
